post,index,fullSentence,directivePhrase,religiousSegment,qAuthored,sourceType,currentClassification,proposedClassification,religious,ruling,reason
"636","0","Re-read past drops.","Re-read past drops.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"639","0","Reconcile.","Reconcile.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"64","0","Watch the news outlets.","Watch the news outlets.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"64","1","Do not panic.","Do not panic.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"641","0","Define heel.","Define heel.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"651","0","Expect more.","Expect more.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"652","0","Put together.","Put together.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"652","1","Re_read EO's.","Re_read EO's.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"656","0","Learn.","Learn.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"66","0","Let's be real clear.","Let's be real clear.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"662","0","Re_read crumbs.","Re_read crumbs.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"666","0","Watch the news.","Watch the news.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"666","1","Think Mirror.","Think Mirror.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"666","2","FOLLOW THE LIGHT.","FOLLOW THE LIGHT.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"668","0","Imagine THIS.","Imagine THIS.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"668","1","TRUST THE PLAN.","TRUST THE PLAN.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"668","2","STAY STRONG.","STAY STRONG.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"668","3","HAVE FAITH.","HAVE FAITH.","","true","q_post_body","Q Directive","Removed from Q Directives","true","REMOVE_STATEMENT_OR_HEADING","Religious, but declarative — a statement, slogan or label rather than an instruction."
"67","0","Watch the news.","Watch the news.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"67","1","Have faith.","Have faith.","","true","q_post_body","Q Directive","Removed from Q Directives","true","REMOVE_STATEMENT_OR_HEADING","Religious, but declarative — a statement, slogan or label rather than an instruction."
"672","0","Find the roll.","Find the roll.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"672","1","Find the 4th.","Find the 4th.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"672","2","Find the film.","Find the film.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"672","3","Spread.","Spread.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"672","4","Source _ archive offline.","Source _ archive offline.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"672","5","Enhance.","Enhance.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"673","0","Find 1 of 4.","Find 1 of 4.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"673","1","Save offline.","Save offline.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"673","2","No edits.","No edits.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"675","0","Build timeline.","Build timeline.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"678","0","Re_read crumbs re: CS WH submission.","Re_read crumbs re: CS WH submission.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"68","0","Follow HUMA.","Follow HUMA.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"688","0","Focus on substance around outside of window.","Focus on substance around outside of window.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"689","0","Re_read recent drop re: U1/informant.","Re_read recent drop re: U1/informant.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"690","0","Have faith.","Have faith.","","true","q_post_body","Q Directive","Removed from Q Directives","true","REMOVE_STATEMENT_OR_HEADING","Religious, but declarative — a statement, slogan or label rather than an instruction."
"691","0","Trust the plan.","Trust the plan.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"692","0","Think intel.","Think intel.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"693","0","Make sure the list of resignations remains updated.","Make sure the list of resignations remains updated.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"7","0","Put simply, Obama ultimately OK'd by using the non govt email addy to communicate w/ Clinton.","Put simply, Obama ultimately OK'd by using the non govt email addy to communicate w/ Clinton.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"7","1","Remember he lied about knowing but that ultimately came out in the dump.","Remember he lied about knowing but that ultimately came out in the dump.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"70","0","Have faith.","Have faith.","","true","q_post_body","Q Directive","Removed from Q Directives","true","REMOVE_STATEMENT_OR_HEADING","Religious, but declarative — a statement, slogan or label rather than an instruction."
"70","1","Remember, disinformation is real.","Remember, disinformation is real.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"70","2","God bless.","God bless.","","true","q_post_body","Q Directive","Removed from Q Directives","true","REMOVE_BLESSING_OR_VALEDICTION","A blessing, greeting or closing — it instructs no one."
"71","0","Follow HUMA.","Follow HUMA.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"71","1","Define cash laundering.","Define cash laundering.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"71","2","Follow the money.","Follow the money.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"711","0","Eyes on.","Eyes on.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"713","0","PRAY.","PRAY.","","true","q_post_body","Q Directive","Q Directive + Religion & Spirituality","true","KEEP_DIRECTIVE_AND_RELIGIOUS_THEME","Q-authored religious command. Stays a Directive AND belongs to Religion & Spirituality."
"714","0","Save the best for last.","Save the best for last.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"717","0","Expand your thinking.","Expand your thinking.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"718","0","Find the passenger list.","Find the passenger list.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"718","1","Think logically.","Think logically.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"720","0","Think magic.","Think magic.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"720","1","Re_read past crumbs.","Re_read past crumbs.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"722","0","Think BDT NYC 'attempt' & Barlow.","Think BDT NYC 'attempt' & Barlow.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"722","1","Expand your thinking.","Expand your thinking.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"724","0","Note ""The Hunt For"" was dropped.","Note ""The Hunt For"" was dropped.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"725","0","Ask yourself, why is NK participating in the O-games this year?","Ask yourself, why is NK participating in the O-games this year?","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"725","1","Ask yourself, why is the 'sister' w/ Pence?","Ask yourself, why is the 'sister' w/ Pence?","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"725","2","Ask yourself, if controlled, how might you protect yourself and look for a way out?","Ask yourself, if controlled, how might you protect yourself and look for a way out?","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"725","3","Ask yourself, what is a distraction?","Ask yourself, what is a distraction?","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"725","4","Ask yourself, why did Korea come together as a country v N&S?","Ask yourself, why did Korea come together as a country v N&S?","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"725","5","Ask yourself, what occurred in Asia (ref pics) just prior to the O-games?","Ask yourself, what occurred in Asia (ref pics) just prior to the O-games?","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"725","6","Ask yourself, what does FREED mean?","Ask yourself, what does FREED mean?","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"725","7","Ask yourself, do we want a WAR?","Ask yourself, do we want a WAR?","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"725","8","Ask yourself, who is trying to start a WAR?","Ask yourself, who is trying to start a WAR?","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"725","9","Ask yourself, if a missile was launched by rogue actors, what would be the purpose?","Ask yourself, if a missile was launched by rogue actors, what would be the purpose?","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"725","10","Ask yourself, what would/should immediately start a WAR?","Ask yourself, what would/should immediately start a WAR?","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"725","11","Ask yourself, would the PUBLIC understand the following statement: ""Rogue actors (Clowns/US former heads of State) initiated a missile launch in order to 'force' the US into a WAR/conflict against X?""","Ask yourself, would the PUBLIC understand the following statement: ""Rogue actors (Clowns/US former heads of State) initiated a missile launch in order to 'force' the US into a WAR/conflict against X?""","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"725","12","Be the autists we know you are.","Be the autists we know you are.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
